16,784.4795725108,-1.1611133268,,
222,661.8471724458,-0.8498632247,,
285.125,,-0.7544862213,,
293.4444444444,,-0.7419161828,,
295.9444444444,,-0.7381388757,,1.1852880924
303.5555555556,,-0.7266390742,,
307.6666666667,,-0.7204275026,,
317.2222222222,,-0.7059897956,,
319,,-0.7033037106,,
329.5555555556,,-0.6873550807,,
348.7777777778,,-0.6583117864,,
433.7777777778,,-0.5298833462,,
446.3333333333,,-0.5109128707,,
448.1111111111,,-0.5082267857,,
528.5,,-0.3867653785,,
564.5,,-0.3323721568,,
565,,-0.3316166954,,
571.2222222222,,-0.3222153978,,
583.8888888889,,-0.303077042,,
606.7777777778,,-0.2684936973,,
613.5555555556,,-0.2582529982,,
641.4444444444,,-0.2161150394,,
673.3333333333,,-0.1679333893,,
728.4444444444,,-0.0846647535,,
744,,-0.0611615096,,
746,,-0.0581396639,,
754.7777777778,,-0.0448771191,,
761,,-0.0354758215,,
813.7777777778,,0.0442673276,,
819.5,,0.0529131638,,
843,,0.0884198502,,
877,,0.1397912263,,
899.6666666667,,0.1740388103,,
975.8888888889,,0.2892047057,,
979.7777777778,,0.2950805167,,
985.5,,0.3037263529,,
1012.1428571429,,0.3439816539,,
1082.1111111111,,0.4496982859,,
1096.6666666667,,0.471690607,,
1112.8888888889,,0.4962011329,,
1233.3333333333,,0.6781833932,,
1880.2222222222,,1.6555825812,,
2399.3333333333,,2.4399194081,,
4057.3333333333,,4.9450294534,,
