source,destination,distance,avg(dd.avgdelay)
planetlab1.unr.edu,planetlab02.cs.washington.edu,574.294,95.38088445078459
planetlab1.unr.edu,planetlab01.cs.washington.edu,574.294,92.41991341991341
planetlab1.unr.edu,planetlab1.ucsd.edu,482.211,97.44465290806754
planetlab1.unr.edu,planetlab3.ucsd.edu,482.211,93.29468599033817
planetlab1.unr.edu,planetlab2.cs.uoregon.edu,352.99,99.20370370370371
planetlab1.unr.edu,planetlab4.cs.uoregon.edu,352.99,97.34850863422292
planetlab1.unr.edu,planetlab3.cs.uoregon.edu,352.99,95.88
planetlab1.unr.edu,planetlab1.cs.ucla.edu,385.402,98.15981012658227
planetlab1.unr.edu,planetlab2.cs.ucla.edu,385.402,100.73575949367088
planetlab1.unr.edu,planetlab2.unl.edu,1221.7,96.23300970873787
planetlab1.unr.edu,planetlab2.arizona-gigapop.net,707.239,99.0352422907489
planetlab1.unr.edu,planetlab1.arizona-gigapop.net,707.239,93.92921686746988
planetlab1.unr.edu,planetlab1.cs.okstate.edu,1259.87,94.84137931034483
planetlab1.unr.edu,planetlab2.uta.edu,1346.73,102.80277777777778
planetlab1.unr.edu,planetlab3.eecs.umich.edu,1880.38,107.0051413881748
planetlab1.unr.edu,planetlab1.cs.du.edu,789.709,90.1097372488408
planetlab1.unr.edu,planetlab2.cs.du.edu,789.709,86.65527950310559
planetlab1.unr.edu,planetlab2.cs.pitt.edu,2093.1,65.13787085514834
planetlab1.unr.edu,planetlab3.wail.wisc.edu,1589.14,103.07070707070707
planetlab1.unr.edu,planet3.cc.gt.atl.ga.us,1989.75,83.58369723435226
planetlab1.unr.edu,node1.planetlab.mathcs.emory.edu,1993.27,95.94736842105263
planetlab1.unr.edu,node2.planetlab.mathcs.emory.edu,1993.27,94.38998835855647
planetlab1.unr.edu,planetlab2.temple.edu,2346.81,105.45953360768175
planetlab1.unr.edu,planetlab1.temple.edu,2346.81,110.20083102493075
planetlab1.unr.edu,salt.planetlab.cs.umd.edu,2271.58,112.12430167597765
planetlab1.unr.edu,planetlabtwo.ccs.neu.edu,2518.17,93.88074712643679
planetlab1.unr.edu,planetlabone.ccs.neu.edu,2518.17,90.80029368575624
planetlab1.unr.edu,planetlab3.cnds.jhu.edu,2283.47,113.04742547425474
planetlab1.unr.edu,pl1.cs.montana.edu,614.077,112.19039735099338
planetlab1.unr.edu,75-130-96-12.static.oxfr.ma.charter.com,2480.67,90.73142857142857
planetlab1.unr.edu,planetlab1.cs.uml.edu,2499.26,94.70648967551622
planetlab1.unr.edu,pl3.cs.unm.edu,785.352,89.8130081300813
pl2.cs.unm.edu,planetlab1.unr.edu,785.352,103.29411764705883
planetlab1.unr.edu,planetlab2.acis.ufl.edu,2222.92,60.66724137931035
planetlab1.unr.edu,planetlab2.citadel.edu,2252.22,89.88149350649351
planetlab1.unr.edu,planetlab5.csee.usf.edu,2269.85,105.78893178893179
planetlab1.unr.edu,planetlab1.acis.ufl.edu,2222.92,65.57215619694398
pl2.cs.unm.edu,planetlab2.unr.edu,785.352,99.2259083728278
planetlab1.unr.edu,planetlab-04.vt.nodes.planet-lab.org,2123.48,106.52577319587628
planetlab1.unr.edu,planetlab-01.vt.nodes.planet-lab.org,2123.48,96.864
planetlab1.unr.edu,planetlab2.cs.unc.edu,2223.18,110.44155844155844
planetlab1.unr.edu,planetlab1.cs.unc.edu,2223.18,96.80273141122913
planetlab1.unr.edu,ebb.colgate.edu,2287.31,88.61224489795919
planetlab1.unr.edu,planetlab2.cnis.nyit.edu,2412.34,122.79605263157895
planetlab1.unr.edu,planetlab1.cnis.nyit.edu,2412.34,109.63157894736842
